Store,Item Category,Item Name,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carb (g),Dietary Fiber (g),Total Sugars (g),Added Sugars (g),Protein (g),Vitamin D (mcg),Potassium (mg),Calcium (mg),Iron (mg),Beverage_prep, Total Fat (g),Trans Fat (g) , Sodium (mg), Total Carbohydrates (g) , Dietary Fibre (g), Sugars (g), Protein (g) ,Vitamin A (% DV) ,Vitamin C (% DV), Calcium (% DV) ,Iron (% DV) ,Caffeine (mg)
Dunkin,Hot Coffee,French Vanilla Swirl Hot Coffee - Extra Large,XLarge,280,0,0,0,5,85,64,0,61,52,4,0,666,116,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,French Vanilla Swirl Hot Coffee - Large,Large,220,0,0,0,5,70,51,0,49,42,3,0,543,93,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,French Vanilla Swirl Hot Coffee - Medium,Medium,170,0,0,0,5,50,38,0,37,31,2,0,420,71,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,French Vanilla Swirl Hot Coffee - Small,Small,110,0,0,0,0,35,26,0,24,21,2,0,298,48,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,French Vanilla Swirl Hot Coffee with Cream - Extra Large,XLarge,420,15,8,0,50,135,66,0,63,52,6,1,736,184,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,French Vanilla Swirl Hot Coffee with Cream - Large,Large,340,12,6,0,40,110,53,0,50,42,5,1,599,147,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,French Vanilla Swirl Hot Coffee with Cream - Medium,Medium,250,9,4.5,0,30,85,40,0,38,31,4,0,463,111,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,French Vanilla Swirl Hot Coffee with Cream - Small,Small,170,6,3,0,20,55,26,0,25,21,2,0,326,75,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee - Extra Large,XLarge,5,0,0,0,0,15,0,0,0,0,1,0,311,13,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee - Large,Large,5,0,0,0,0,10,0,0,0,0,1,0,259,11,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee - Medium,Medium,5,0,0,0,0,10,0,0,0,0,1,0,207,8,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee - Small,Small,5,0,0,0,0,5,0,0,0,0,0,0,155,6,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with AlmondMilk - Extra Large,XLarge,45,1.5,0,0,0,85,7,0,7,6,1,1,344,243,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with AlmondMilk - Large,Large,35,1,0,0,0,65,5,0,5,5,1,1,284,183,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with AlmondMilk - Medium,Medium,25,0.5,0,0,0,45,4,0,3,3,1,1,198,123,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with AlmondMilk - Small,Small,15,0,0,0,0,25,2,0,2,2,0,0,138,63,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Coconutmilk - Extra Large,XLarge,25,2,1.5,0,0,35,1,0,0,0,1,2,389,262,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Coconutmilk - Large,Large,20,1.5,1,0,0,25,1,0,0,0,1,1,311,197,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Coconutmilk - Medium,Medium,15,1,1,0,0,20,0,0,0,0,1,1,234,133,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Coconutmilk - Small,Small,10,0.5,0,0,0,10,0,0,0,0,0,0,181,69,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Cream - Extra Large,XLarge,150,15,8,0,45,65,2,0,2,0,3,1,381,80,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Cream - Large,Large,120,12,6,0,35,55,2,0,2,0,2,1,315,64,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Cream - Medium,Medium,90,9,4.5,0,25,40,1,0,1,0,2,0,249,49,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Cream - Small,Small,60,6,3,0,20,30,1,0,1,0,1,0,183,33,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Cream and Sugar - Extra Large,XLarge,320,15,8,0,45,65,46,0,46,43,3,1,382,80,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Cream and Sugar - Large,Large,260,12,6,0,35,55,37,0,36,35,2,1,316,65,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Cream and Sugar - Medium,Medium,190,9,4.5,0,25,40,27,0,27,26,2,0,250,49,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Cream and Sugar - Small,Small,130,6,3,0,20,30,18,0,18,17,1,0,184,34,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Oatmilk - Extra Large,XLarge,60,1.5,0,0,0,65,10,1,2,2,1,3,427,177,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Oatmilk - Large,Large,45,1.5,0,0,0,50,8,1,2,1,1,2,340,133,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Oatmilk - Medium,Medium,30,1,0,0,0,35,5,1,1,1,1,1,253,90,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Oatmilk - Small,Small,15,0,0,0,0,20,3,0,1,0,1,1,165,47,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Skim Milk - Extra Large,XLarge,30,0,0,0,0,45,4,0,4,0,3,1,396,105,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Skim Milk - Large,Large,25,0,0,0,0,35,3,0,3,0,3,1,328,84,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Skim Milk - Medium,Medium,20,0,0,0,0,25,2,0,2,0,2,1,259,64,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Skim Milk - Small,Small,15,0,0,0,0,20,2,0,2,0,1,0,190,43,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Skim Milk and Sugar - Extra Large,XLarge,200,0,0,0,0,45,47,0,47,43,3,1,398,105,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Skim Milk and Sugar - Large,Large,160,0,0,0,0,35,38,0,38,35,3,1,329,85,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Skim Milk and Sugar - Medium,Medium,120,0,0,0,0,25,28,0,28,26,2,1,260,64,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Skim Milk and Sugar - Small,Small,80,0,0,0,0,20,19,0,19,17,1,0,190,43,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Sugar - Extra Large,XLarge,170,0,0,0,0,15,44,0,43,43,1,0,311,13,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Sugar - Large,Large,140,0,0,0,0,10,35,0,35,35,1,0,260,11,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Sugar - Medium,Medium,110,0,0,0,0,10,26,0,26,26,1,0,208,9,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Sugar - Small,Small,70,0,0,0,0,5,17,0,17,17,0,0,156,7,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Whole Milk - Extra Large,XLarge,50,2.5,1.5,0,10,45,4,0,4,0,3,1,379,98,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Whole Milk - Large,Large,40,2,1,0,5,35,3,0,3,0,2,1,313,78,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Whole Milk - Medium,Medium,30,1.5,1,0,5,25,2,0,2,0,2,1,248,59,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Whole Milk - Small,Small,20,1,0.5,0,5,20,1,0,1,0,1,0,183,40,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Whole Milk and Sugar - Extra Large,XLarge,220,2.5,1.5,0,10,45,47,0,47,43,3,1,380,98,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Whole Milk and Sugar - Large,Large,190,2,1,0,5,35,42,0,42,39,2,1,314,79,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Whole Milk and Sugar - Medium,Medium,130,1.5,1,0,5,30,28,0,28,26,2,1,249,60,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Hot Coffee with Whole Milk and Sugar - Small,Small,90,1,0.5,0,5,20,19,0,19,17,1,0,183,40,0,,,,,,,,,,,,,
Dunkin,Hot Coffee,Mocha Swirl Hot Coffee - Extra Large,XLarge,260,1,0.5,0,0,45,63,3,57,57,3,0,717,25,2,,,,,,,,,,,,,
Dunkin,Hot Coffee,Mocha Swirl Hot Coffee - Large,Large,210,1,0,0,0,40,50,2,46,46,2,0,584,20,2,,,,,,,,,,,,,
Dunkin,Hot Coffee,Mocha Swirl Hot Coffee - Medium,Medium,160,0.5,0,0,0,30,38,2,34,34,2,0,451,16,1,,,,,,,,,,,,,
Dunkin,Hot Coffee,Mocha Swirl Hot Coffee - Small,Small,110,0,0,0,0,20,25,1,23,23,1,0,318,11,1,,,,,,,,,,,,,
Dunkin,Hot Coffee,Mocha Swirl Hot Coffee with Cream - Extra Large,XLarge,410,15,8,0,45,100,65,3,59,57,5,1,787,92,2,,,,,,,,,,,,,
Dunkin,Hot Coffee,Mocha Swirl Hot Coffee with Cream - Large,Large,330,12,7,0,35,80,52,2,47,46,4,1,650,74,2,,,,,,,,,,,,,
Dunkin,Hot Coffee,Mocha Swirl Hot Coffee with Cream - Medium,Medium,240,9,5,0,25,60,39,2,35,34,3,0,493,56,1,,,,,,,,,,,,,
Dunkin,Hot Coffee,Mocha Swirl Hot Coffee with Cream - Small,Small,160,6,3.5,0,20,40,26,1,24,23,2,0,346,38,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Pink Velvet Swirl Hot Latte with Skim Milk - Large,Large,350,0.5,0,0,10,240,67,0,65,42,16,4,894,577,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Pink Velvet Swirl Hot Latte with Skim Milk - Medium,Medium,260,0,0,0,5,180,50,0,49,31,12,3,666,433,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Pink Velvet Swirl Hot Latte with Skim Milk - Small,Small,170,0,0,0,5,120,33,0,33,21,8,2,447,289,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Pink Velvet Swirl Hot Latte with Whole Milk - Large,Large,440,12,7,0,40,240,66,0,64,42,15,5,804,543,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Pink Velvet Swirl Hot Latte with Whole Milk - Medium,Medium,330,9,5,0,30,180,50,0,48,31,11,4,599,407,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Pink Velvet Swirl Hot Latte with Whole Milk - Small,Small,220,6,3.5,0,20,120,33,0,32,21,8,2,402,271,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Chai Latte - Large,Large,410,12,7,0,40,210,62,1,59,39,13,5,622,487,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Chai Latte - Medium,Medium,310,9,5,0,30,160,46,1,45,29,10,4,467,365,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Chai Latte - Small,Small,210,6,3.5,0,20,105,31,1,30,20,7,2,311,243,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Signature Hot Latte with Skim Milk - Large,Large,430,6,3.5,0,25,240,77,0,71,47,16,5,903,598,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Signature Hot Latte with Skim Milk - Medium,Medium,330,5,3,0,25,180,59,0,54,36,12,3,680,452,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Signature Hot Latte with Skim Milk - Small,Small,250,5,3,0,20,125,42,0,38,26,8,2,468,309,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Signature Hot Latte with Whole Milk - Large,Large,530,17,10,0.5,55,250,76,0,70,47,15,5,814,563,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Signature Hot Latte with Whole Milk - Medium,Medium,410,14,8,0,45,190,59,0,54,36,11,4,613,426,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Signature Hot Latte with Whole Milk - Small,Small,300,11,6,0,35,125,42,0,38,26,8,3,424,291,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Swirl Hot Latte with Skim Milk - Large,Large,350,0.5,0,0,10,230,68,0,66,42,15,4,865,575,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Swirl Hot Latte with Skim Milk - Medium,Medium,260,0,0,0,5,170,51,0,49,32,11,3,644,431,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Swirl Hot Latte with Skim Milk - Small,Small,170,0,0,0,5,115,34,0,33,21,8,2,433,287,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Swirl Hot Latte with Whole Milk - Large,Large,440,12,7,0,40,240,68,0,65,42,14,5,775,540,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Swirl Hot Latte with Whole Milk - Medium,Medium,330,9,5,0,30,180,51,0,49,32,11,4,577,405,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Toasted White Chocolate Swirl Hot Latte with Whole Milk - Small,Small,220,6,3.5,0,20,120,34,0,33,21,7,2,388,270,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Butter Pecan Swirl Hot Latte with Skim Milk - Large,Large,350,0.5,0,0,10,420,70,0,66,42,16,4,844,580,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Butter Pecan Swirl Hot Latte with Skim Milk - Medium,Medium,260,0,0,0,5,320,52,0,50,31,12,3,628,435,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Butter Pecan Swirl Hot Latte with Skim Milk - Small,Small,170,0,0,0,5,210,35,0,33,21,8,2,422,290,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Butter Pecan Swirl Hot Latte with Whole Milk - Large,Large,450,12,7,0,40,430,69,0,66,42,15,5,754,546,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Butter Pecan Swirl Hot Latte with Whole Milk - Medium,Medium,330,9,5,0,30,320,52,0,49,31,11,4,561,409,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Butter Pecan Swirl Hot Latte with Whole Milk - Small,Small,220,6,3.5,0,20,210,35,0,33,21,7,2,377,273,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Craze Signature Hot Latte with Skim Milk - Large,Large,440,6,3.5,0,30,240,80,0,75,51,16,5,1070,576,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Craze Signature Hot Latte with Skim Milk - Medium,Medium,340,5,3,0,25,180,61,0,57,39,12,3,806,436,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Craze Signature Hot Latte with Skim Milk - Small,Small,250,5,3,0,20,125,43,0,40,27,8,2,552,298,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Craze Signature Hot Latte with Whole Milk - Large,Large,530,17,10,0.5,60,250,79,0,74,51,15,5,981,542,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Craze Signature Hot Latte with Whole Milk - Medium,Medium,410,14,8,0,45,190,61,0,57,39,11,4,739,410,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Craze Signature Hot Latte with Whole Milk - Small,Small,300,11,6,0,35,130,43,0,39,27,8,3,507,281,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Swirl Hot Latte with Skim Milk - Large,Large,350,0,0,0,10,230,71,0,69,46,15,4,"1,012",553,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Swirl Hot Latte with Skim Milk - Medium,Medium,260,0,0,0,10,170,53,0,52,35,11,3,754,415,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Swirl Hot Latte with Skim Milk - Small,Small,180,0,0,0,5,115,36,0,35,23,8,2,506,276,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Swirl Hot Latte with Whole Milk - Large,Large,450,12,7,0,40,240,70,0,69,46,14,5,922,518,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Swirl Hot Latte with Whole Milk - Medium,Medium,340,9,5,0,30,180,53,0,52,35,11,4,687,389,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Caramel Swirl Hot Latte with Whole Milk - Small,Small,230,6,3.5,0,20,120,35,0,34,23,7,2,461,259,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Chai Hot Latte with Skim Milk- Large,Large,290,0.5,0,0,5,200,58,2,54,36,13,4,651,450,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Chai Hot Latte with Skim Milk- Medium,Medium,220,0,0,0,5,150,44,2,41,27,10,3,488,338,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Chai Hot Latte with Skim Milk- Small,Small,150,0,0,0,5,100,29,1,27,18,7,2,326,225,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Chai Hot Latte with Whole Milk- Large,Large,390,12,7,0,35,200,57,2,54,36,12,5,561,416,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Chai Hot Latte with Whole Milk- Medium,Medium,290,9,5,0,25,150,43,2,40,27,9,4,421,312,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Chai Hot Latte with Whole Milk- Small,Small,200,6,3.5,0,20,100,29,1,27,18,6,2,281,208,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Cocoa Mocha Signature Hot Latte with Skim Milk - Large,Large,420,6,4,0,25,210,79,2,69,50,15,5,1077,480,2,,,,,,,,,,,,,
Dunkin,Hot Latte,Cocoa Mocha Signature Hot Latte with Skim Milk - Medium,Medium,330,6,3.5,0,20,160,61,2,53,39,11,3,812,363,2,,,,,,,,,,,,,
Dunkin,Hot Latte,Cocoa Mocha Signature Hot Latte with Skim Milk - Small,Small,250,5,3.5,0,20,110,43,1,37,27,8,2,557,248,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Cocoa Mocha Signature Hot Latte with Whole Milk - Large,Large,520,18,11,0.5,55,210,78,2,68,50,14,5,987,445,2,,,,,,,,,,,,,
Dunkin,Hot Latte,Cocoa Mocha Signature Hot Latte with Whole Milk - Medium,Medium,400,14,9,0,45,160,60,2,52,39,10,4,744,337,2,,,,,,,,,,,,,
Dunkin,Hot Latte,Cocoa Mocha Signature Hot Latte with Whole Milk - Small,Small,300,11,7,0,35,110,43,1,36,27,7,3,512,230,1,,,,,,,,,,,,,
Dunkin,Hot Latte,French Vanilla Swirl Hot Latte with Skim Milk - Large,Large,350,0,0,0,10,220,71,0,67,42,15,4,975,534,0,,,,,,,,,,,,,
Dunkin,Hot Latte,French Vanilla Swirl Hot Latte with Skim Milk - Medium,Medium,260,0,0,0,10,170,53,0,50,31,11,3,727,400,0,,,,,,,,,,,,,
Dunkin,Hot Latte,French Vanilla Swirl Hot Latte with Skim Milk - Small,Small,170,0,0,0,5,110,35,0,33,21,7,2,488,267,0,,,,,,,,,,,,,
Dunkin,Hot Latte,French Vanilla Swirl Hot Latte with Whole Milk - Large,Large,450,12,7,0,40,230,70,0,66,42,14,5,885,499,0,,,,,,,,,,,,,
Dunkin,Hot Latte,French Vanilla Swirl Hot Latte with Whole Milk - Medium,Medium,330,9,5,0,30,170,52,0,50,31,11,4,659,374,0,,,,,,,,,,,,,
Dunkin,Hot Latte,French Vanilla Swirl Hot Latte with Whole Milk - Small,Small,220,6,3.5,0,20,115,35,0,33,21,7,2,443,250,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with AlmondMilk - Large,Large,130,3.5,0,0,0,240,23,1,20,19,2,4,369,699,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with AlmondMilk - Medium,Medium,100,3,0,0,0,180,17,1,15,15,1,3,273,525,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with AlmondMilk - Small,Small,70,2,0,0,0,120,11,0,10,10,1,2,185,350,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Coconutmilk - Large,Large,70,6,5,0,0,80,4,0,1,0,1,5,562,759,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Coconutmilk - Medium,Medium,50,4.5,3.5,0,0,60,3,0,1,0,1,4,417,569,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Coconutmilk - Small,Small,35,3,2.5,0,0,40,2,0,0,0,0,2,281,379,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Oatmilk - Large,Large,180,5,1,0,0,180,32,4,7,5,3,9,675,503,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Oatmilk - Medium,Medium,130,4,0.5,0,0,135,24,3,5,4,2,7,502,377,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Oatmilk - Small,Small,90,2.5,0,0,0,90,16,2,4,3,1,4,338,251,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Skim Milk - Large,Large,130,0,0,0,5,170,20,0,18,0,12,4,665,450,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Skim Milk - Medium,Medium,100,0,0,0,5,125,15,0,14,0,9,3,494,337,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Skim Milk - Small,Small,70,0,0,0,5,85,10,0,9,0,6,2,332,225,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Skim Milk and Sugar - Large,Large,270,0,0,0,5,170,54,0,53,35,12,4,666,450,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Skim Milk and Sugar - Medium,Medium,200,0,0,0,5,125,41,0,40,26,9,3,495,337,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Skim Milk and Sugar - Small,Small,130,0,0,0,5,85,27,0,26,17,6,2,333,225,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Whole Milk - Large,Large,230,12,7,0,35,170,19,0,18,0,12,5,575,415,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Whole Milk - Medium,Medium,170,9,5,0,25,125,14,0,13,0,9,4,427,311,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Whole Milk - Small,Small,120,6,3.5,0,20,85,9,0,9,0,6,2,288,208,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Whole Milk and Sugar - Large,Large,370,12,7,0,35,170,54,0,52,35,12,5,576,416,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Whole Milk and Sugar - Medium,Medium,270,9,5,0,25,125,40,0,39,26,9,4,427,312,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Hot Latte with Whole Milk and Sugar - Small,Small,180,6,3.5,0,20,85,27,0,26,17,6,2,288,208,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Matcha Hot Latte with Skim Milk - Large,Large,240,0,0,0,5,150,45,2,43,25,14,8,573,448,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Matcha Hot Latte with Skim Milk - Medium,Medium,180,0,0,0,5,115,34,1,32,19,11,6,430,336,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Matcha Hot Latte with Skim Milk - Small,Small,120,0,0,0,5,75,23,1,22,12,7,4,286,224,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Matcha Hot Latte with Whole Milk - Large,Large,340,12,7,0,35,160,44,2,43,25,13,9,483,414,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Matcha Hot Latte with Whole Milk - Medium,Medium,250,9,5,0,25,120,33,1,32,19,10,6,362,310,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Matcha Hot Latte with Whole Milk - Small,Small,170,6,3.5,0,20,80,22,1,21,12,7,4,242,207,0,,,,,,,,,,,,,
Dunkin,Hot Latte,Mocha Swirl Hot Latte with Skim Milk - Large,Large,340,1,0.5,0,5,200,70,2,64,46,14,4,"1,016",460,2,,,,,,,,,,,,,
Dunkin,Hot Latte,Mocha Swirl Hot Latte with Skim Milk - Medium,Medium,250,1,0.5,0,5,150,52,2,48,34,10,3,757,345,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Mocha Swirl Hot Latte with Skim Milk - Small,Small,170,0.5,0,0,5,100,35,1,32,23,7,2,508,230,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Mocha Swirl Hot Latte with Whole Milk - Large,Large,440,13,7,0,35,200,69,2,63,46,13,5,926,426,2,,,,,,,,,,,,,
Dunkin,Hot Latte,Mocha Swirl Hot Latte with Whole Milk - Medium,Medium,330,10,6,0,25,150,52,2,47,34,10,4,690,319,1,,,,,,,,,,,,,
Dunkin,Hot Latte,Mocha Swirl Hot Latte with Whole Milk - Small,Small,220,6,3.5,0,20,100,35,1,32,23,7,2,463,213,1,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Pink Velvet Swirl Hot Macchiato with Skim Milk - Large,Large,310,0.5,0,0,5,190,62,0,59,42,12,3,749,428,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Pink Velvet Swirl Hot Macchiato with Skim Milk - Medium,Medium,230,0,0,0,5,150,46,0,44,31,9,2,569,321,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Pink Velvet Swirl Hot Macchiato with Skim Milk - Small,Small,160,0,0,0,5,100,31,0,30,21,6,1,398,215,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Pink Velvet Swirl Hot Macchiato with Whole Milk - Large,Large,370,8,4.5,0,25,200,61,0,59,42,11,3,689,406,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Pink Velvet Swirl Hot Macchiato with Whole Milk - Medium,Medium,280,6,3.5,0,20,150,46,0,44,31,9,2,524,304,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Pink Velvet Swirl Hot Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,100,31,0,29,21,6,2,368,203,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Toasted White Chocolate Swirl Hot Macchiato with Skim Milk - Large,Large,310,0.5,0,0,5,190,63,0,60,42,11,3,720,426,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Toasted White Chocolate Swirl Hot Macchiato with Skim Milk - Medium,Medium,230,0,0,0,5,140,47,0,45,32,8,2,547,320,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Toasted White Chocolate Swirl Hot Macchiato with Skim Milk - Small,Small,160,0,0,0,5,95,32,0,30,21,6,1,383,213,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Toasted White Chocolate Swirl Hot Macchiato with Whole Milk - Large,Large,370,8,4.5,0,25,190,63,0,59,42,10,3,660,403,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Toasted White Chocolate Swirl Hot Macchiato with Whole Milk - Medium,Medium,280,6,3.5,0,20,140,47,0,44,32,8,2,502,303,0,,,,,,,,,,,,,
Dunkin,Hot Macchiato,Toasted White Chocolate Swirl Hot Macchiato with Whole Milk - Small,Small,190,4,2.5,0,15,100,32,0,30,21,5,2,353,202,0,,,,,,,,,,,,,
